"","fighter","winner","match_id","weight_class","date","opponent"
"2766","Scott Askham",1,2766,"Middleweight","2015-06-20","Antonio Dos Santos"
"2767","Taylor Lapilus",1,2767,"Bantamweight","2015-06-20","Yuta Sasaki"
"2768","Piotr Hallmann",0,2768,"Lightweight","2015-06-20","Magomed Mustafaev"
"2769","Alejandro Perez",0,2769,"Bantamweight","2015-06-13","Patrick Williams"
"2770","Henry Cejudo",1,2770,"Flyweight","2015-06-13","Chico Camus"
"2771","Tecia Torres",1,2771,"WomenStrawweight","2015-06-13","Angela Hill"
"2772","Yair Rodriguez",1,2772,"Featherweight","2015-06-13","Charles Rosa"
"2773","Gilbert Melendez",0,2773,"Lightweight","2015-06-13","Eddie Alvarez"
"2774","Cain Velasquez",0,2774,"Heavyweight","2015-06-13","Fabricio Werdum"
"2775","Kelvin Gastelum",1,2775,"Middleweight","2015-06-13","Nate Marquardt"
"2776","Efrain Escudero",1,2776,"Lightweight","2015-06-13","Drew Dober"
"2777","Francisco Trevino",0,2777,"Lightweight","2015-06-13","Johnny Case"
"2778","Gabriel Benitez",1,2778,"Featherweight","2015-06-13","Clay Collard"
"2779","Augusto Montano",0,2779,"Welterweight","2015-06-13","Cathal Pendred"
"2780","Tim Boetsch",0,2780,"Middleweight","2015-06-06","Dan Henderson"
"2781","Francisco Rivera",1,2781,"Bantamweight","2015-06-06","Alex Caceres"
"2782","Joe Soto",0,2782,"Bantamweight","2015-06-06","Anthony Birchak"
"2783","Thiago Tavares",0,2783,"Featherweight","2015-06-06","Brian Ortega"
"2784","Dustin Poirier",1,2784,"Lightweight","2015-06-06","Yancy Medeiros"
"2785","Ben Rothwell",1,2785,"Heavyweight","2015-06-06","Matt Mitrione"
"2786","Shawn Jordan",1,2786,"Heavyweight","2015-06-06","Derrick Lewis"
"2787","Brian Ebersole",0,2787,"Welterweight","2015-06-06","Omari Akhmedov"
"2788","Ricardo Abreu",0,2788,"Middleweight","2015-06-06","Jake Collier"
"2789","Chris Wade",1,2789,"Lightweight","2015-06-06","Christos Giagos"
"2790","Jose Quinonez",1,2790,"Bantamweight","2015-06-06","Leonardo Morales"
"2791","Joe Proctor",1,2791,"Lightweight","2015-06-06","Justin Edwards"
"2792","Wendell Oliveira Marques",0,2792,"Welterweight","2015-05-30","Darren Till"
"2793","KJ Noons",0,2793,"Welterweight","2015-05-30","Alex Oliveira"
"2794","Jussier Formiga",1,2794,"Flyweight","2015-05-30","Wilson Reis"
"2795","Francimar Barroso",1,2795,"LightHeavyweight","2015-05-30","Ryan Jimmo"
"2796","Rony Jason",0.5,2796,"Featherweight","2015-05-30","Damon Jackson"
"2797","Carlos Condit",1,2797,"Welterweight","2015-05-30","Thiago Alves"
"2798","Francisco Trinaldo",1,2798,"Lightweight","2015-05-30","Norman Parke"
"2799","Nik Lentz",0,2799,"Featherweight","2015-05-30","Charles Oliveira"
"2800","Juliana Lima",1,2800,"WomenStrawweight","2015-05-30","Ericka Almeida"
"2801","Luiz Dutra",0,2801,"Welterweight","2015-05-30","Tom Breese"
"2802","Elizeu Zaleski dos Santos",0,2802,"Welterweight","2015-05-30","Nicolas Dalby"
"2803","Lucas Martins",0,2803,"Featherweight","2015-05-30","Mirsad Bektic"
"2804","Chris Weidman",1,2804,"Middleweight","2015-05-23","Vitor Belfort"
"2805","Uriah Hall",0,2805,"Middleweight","2015-05-23","Rafael Natal"
"2806","John Dodson",1,2806,"Flyweight","2015-05-23","Zach Makovsky"
"2807","Anthony Johnson",0,2807,"LightHeavyweight","2015-05-23","Daniel Cormier"
"2808","Travis Browne",0,2808,"Heavyweight","2015-05-23","Andrei Arlovski"
"2809","Dong Hyun Kim",1,2809,"Welterweight","2015-05-23","Joshua Burkman"
"2810","Joseph Benavidez",1,2810,"Flyweight","2015-05-23","John Moraga"
"2811","Donald Cerrone",1,2811,"Lightweight","2015-05-23","John Makdessi"
"2812","Islam Makhachev",1,2812,"Lightweight","2015-05-23","Leo Kuntz"
"2813","Mike Pyle",0,2813,"Welterweight","2015-05-23","Colby Covington"
"2814","Justin Scoggins",1,2814,"Flyweight","2015-05-23","Josh Sampo"
"2815","Hyun Gyu Lim",0,2815,"Welterweight","2015-05-16","Neil Magny"
"2816","Gegard Mousasi",1,2816,"Middleweight","2015-05-16","Constantinos Philippou"
"2817","Mark Eddiva",0,2817,"Featherweight","2015-05-16","Levan Makashvili"
"2818","Tae Hyun Bang",0,2818,"Lightweight","2015-05-16","Jon Tuck"
"2819","Zhang Lipeng",0,2819,"Lightweight","2015-05-16","Kajan Johnson"
"2820","Mark Munoz",1,2820,"Middleweight","2015-05-16","Luke Barnatt"
"2821","Phillipe Nover",1,2821,"Featherweight","2015-05-16","Yui Chul Nam"
"2822","Frankie Edgar",1,2822,"Featherweight","2015-05-16","Urijah Faber"
"2823","Roldan Sangcha'an",0,2823,"Flyweight","2015-05-16","Jon Delos Reyes"
"2824","Li Jingliang",1,2824,"Welterweight","2015-05-16","Dhiego Lima"
"2825","Nolan Ticman",0,2825,"Flyweight","2015-05-16","Yao Zhikui"
"2826","Guangyou Ning",1,2826,"Bantamweight","2015-05-16","Royston Wee"
"2827","Daniel Kelly",0,2827,"Middleweight","2015-05-09","Sam Alvey"
"2828","Stipe Miocic",1,2828,"Heavyweight","2015-05-09","Mark Hunt"
"2829","Jake Matthews",0,2829,"Lightweight","2015-05-09","James Vick"
"2830","Anthony Perosh",0,2830,"LightHeavyweight","2015-05-09","Sean O'Connell"
"2831","Brad Tavares",0,2831,"Middleweight","2015-05-09","Robert Whittaker"
"2832","Hatsu Hioki",0,2832,"Featherweight","2015-05-09","Dan Hooker"
"2833","Bec Rawlings",1,2833,"WomenStrawweight","2015-05-09","Lisa Ellis"
"2834","Kyle Noke",1,2834,"Welterweight","2015-05-09","Jonavin Webb"
"2835","Dylan Andrews",0,2835,"Middleweight","2015-05-09","Brad Scott"
"2836","Alex Chambers",1,2836,"WomenStrawweight","2015-05-09","Kailin Curran"
"2837","Alptekin Ozkilic",0,2837,"Flyweight","2015-05-09","Ben Nguyen"
"2838","Vik Grujic",0,2838,"Welterweight","2015-05-09","Brendan O'Reilly"
"2839","Demetrious Johnson",1,2839,"Flyweight","2015-04-25","Kyoji Horiguchi"
"2840","Patrick Cote",1,2840,"Welterweight","2015-04-25","Joe Riggs"
"2841","John Makdessi",1,2841,"CatchWeight","2015-04-25","Shane Campbell"
"2842","Michael Bisping",1,2842,"Middleweight","2015-04-25","CB Dollaway"
"2843","Yves Jabouin",0,2843,"Bantamweight","2015-04-25","Thomas Almeida"
"2844","Quinton Jackson",1,2844,"CatchWeight","2015-04-25","Fabio Maldonado"
"2845","Chad Laprise",1,2845,"Lightweight","2015-04-25","Bryan Barberena"
"2846","Alexis Davis",1,2846,"WomenBantamweight","2015-04-25","Sarah Kaufman"
"2847","Olivier Aubin-Mercier",1,2847,"Lightweight","2015-04-25","David Michaud"
"2848","Nordine Taleb",1,2848,"Welterweight","2015-04-25","Chris Clements"
"2849","Jessica Rakoczy",0,2849,"WomenStrawweight","2015-04-25","Valerie Letourneau"
"2850","Randa Markos",1,2850,"WomenStrawweight","2015-04-25","Aisling Daly"
"2851","Jim Miller",0,2851,"Lightweight","2015-04-18","Beneil Dariush"
"2852","Jacare Souza",1,2852,"Middleweight","2015-04-18","Chris Camozzi"
"2853","Ovince Saint Preux",1,2853,"LightHeavyweight","2015-04-18","Patrick Cummins"
"2854","Takeya Mizugaki",0,2854,"Bantamweight","2015-04-18","Aljamain Sterling"
"2855","Lyoto Machida",0,2855,"Middleweight","2015-04-18","Luke Rockhold"
"2856","Cub Swanson",0,2856,"Featherweight","2015-04-18","Max Holloway"
"2857","Corey Anderson",0,2857,"LightHeavyweight","2015-04-18","Gian Villante"
"2858","Felice Herrig",0,2858,"WomenStrawweight","2015-04-18","Paige VanZant"
"2859","Eddie Gordon",0,2859,"Middleweight","2015-04-18","Chris Dempsey"
"2860","George Sullivan",0,2860,"Welterweight","2015-04-18","Tim Means"
"2861","Diego Brandao",1,2861,"Featherweight","2015-04-18","Jimy Hettes"
"2862","Joanne Calderwood",0,2862,"WomenStrawweight","2015-04-11","Maryna Moroz"
"2863","Jimi Manuwa",1,2863,"LightHeavyweight","2015-04-11","Jan Blachowicz"
"2864","Damian Stasiak",0,2864,"Featherweight","2015-04-11","Yaotzin Meza"
"2865","Pawel Pawlak",1,2865,"Welterweight","2015-04-11","Sheldon Westcott"
"2866","Bartosz Fabinski",1,2866,"Middleweight","2015-04-11","Garreth McLellan"
"2867","Sergio Moraes",1,2867,"Welterweight","2015-04-11","Mickael Lebout"
"2868","Seth Baczynski",0,2868,"Welterweight","2015-04-11","Leon Edwards"
"2869","Gabriel Gonzaga",0,2869,"Heavyweight","2015-04-11","Mirko Filipovic"
"2870","Daniel Omielanczuk",0,2870,"Heavyweight","2015-04-11","Anthony Hamilton"
"2871","Izabela Badurek",0,2871,"WomenStrawweight","2015-04-11","Aleksandra Albu"
"2872","Taylor Lapilus",1,2872,"Featherweight","2015-04-11","Rocky Lee"
"2873","Marcin Bandel",0,2873,"Lightweight","2015-04-11","Stevie Ray"
"2874","Jorge Masvidal",0,2874,"Lightweight","2015-04-04","Al Iaquinta"
"2875","Chad Mendes",1,2875,"Featherweight","2015-04-04","Ricardo Lamas"
"2876","Gray Maynard",0,2876,"Lightweight","2015-04-04","Alexander Yakovlev"
"2877","Michael Chiesa",1,2877,"Lightweight","2015-04-04","Mitch Clarke"
"2878","Clay Guida",1,2878,"Featherweight","2015-04-04","Robert Peralta"
"2879","Julianna Pena",1,2879,"WomenBantamweight","2015-04-04","Milana Dudieva"
"2880","Dustin Poirier",1,2880,"Lightweight","2015-04-04","Diego Ferreira"
"2881","Shamil Abdurakhimov",0,2881,"Heavyweight","2015-04-04","Timothy Johnson"
"2882","Liz Carmouche",1,2882,"WomenBantamweight","2015-04-04","Lauren Murphy"
"2883","Ron Stallings",1,2883,"Middleweight","2015-04-04","Justin Jones"
"2884","Leonardo Santos",1,2884,"Lightweight","2015-03-21","Anthony Rocco Martin"
"2885","Amanda Nunes",1,2885,"WomenBantamweight","2015-03-21","Shayna Baszler"
"2886","Godofredo Pepey",1,2886,"Featherweight","2015-03-21","Andre Fili"
"2887","Gilbert Burns",1,2887,"Lightweight","2015-03-21","Alex Oliveira"
"2888","Francisco Trinaldo",1,2888,"Lightweight","2015-03-21","Akbarh Arreola"
"2889","Demian Maia",1,2889,"Welterweight","2015-03-21","Ryan LaFlare"
"2890","Edimilson Souza",1,2890,"Featherweight","2015-03-21","Katsunori Kikuno"
"2891","Erick Silva",1,2891,"Welterweight","2015-03-21","Josh Koscheck"
"2892","Leonardo Mafra",1,2892,"Lightweight","2015-03-21","Cain Carrizosa"
"2893","Leandro Silva",0.5,2893,"Lightweight","2015-03-21","Drew Dober"
"2894","Jorge de Oliveira",0,2894,"Lightweight","2015-03-21","Christos Giagos"
"2895","Bentley Syler",0,2895,"Flyweight","2015-03-21","Fredy Serrano"
"2896","Elias Theodorou",1,2896,"Middleweight","2015-03-14","Roger Narvaez"
"2897","Johny Hendricks",1,2897,"Welterweight","2015-03-14","Matt Brown"
"2898","Carla Esparza",0,2898,"WomenStrawweight","2015-03-14","Joanna Jedrzejczyk"
"2899","Ross Pearson",1,2899,"Lightweight","2015-03-14","Sam Stout"
"2900","Chris Cariaso",0,2900,"Flyweight","2015-03-14","Henry Cejudo"
"2901","Roy Nelson",0,2901,"Heavyweight","2015-03-14","Alistair Overeem"
"2902","Anthony Pettis",0,2902,"Lightweight","2015-03-14","Rafael Dos Anjos"
"2903","Daron Cruickshank",0,2903,"Lightweight","2015-03-14","Beneil Dariush"
"2904","Jake Lindsey",0,2904,"Lightweight","2015-03-14","Joe Duffy"
"2905","Sergio Pettis",0,2905,"Flyweight","2015-03-14","Ryan Benoit"
"2906","Jared Rosholt",1,2906,"Heavyweight","2015-03-14","Josh Copeland"
"2907","Larissa Pacheco",0,2907,"WomenBantamweight","2015-03-14","Germaine de Randamie"
"2908","Jake Ellenberger",1,2908,"Welterweight","2015-02-28","Josh Koscheck"
"2909","Dhiego Lima",0,2909,"Welterweight","2015-02-28","Tim Means"
"2910","Mark Munoz",0,2910,"Middleweight","2015-02-28","Roan Carneiro"
"2911","Roman Salazar",0.5,2911,"Bantamweight","2015-02-28","Norifumi Yamamoto"
"2912","Tony Ferguson",1,2912,"Lightweight","2015-02-28","Gleison Tibau"
"2913","Ronda Rousey",1,2913,"WomenBantamweight","2015-02-28","Cat Zingano"
"2914","Raquel Pennington",0,2914,"WomenBantamweight","2015-02-28","Holly Holm"
"2915","James Krause",0,2915,"Lightweight","2015-02-28","Valmir Lazaro"
"2916","Alan Jouban",1,2916,"Welterweight","2015-02-28","Richard Walsh"
"2917","Derrick Lewis",1,2917,"Heavyweight","2015-02-28","Ruan Potts"
"2918","Masio Fullen",1,2918,"Featherweight","2015-02-28","Alex Torres"
"2919","Cezar Ferreira",0,2919,"Middleweight","2015-02-22","Sam Alvey"
"2920","Santiago Ponzinibbio",1,2920,"Welterweight","2015-02-22","Sean Strickland"
"2921","Iuri Alcantara",0,2921,"Bantamweight","2015-02-22","Frankie Saenz"
"2922","Antonio Silva",0,2922,"Heavyweight","2015-02-22","Frank Mir"
"2923","Rustam Khabilov",0,2923,"Lightweight","2015-02-22","Adriano Martins"
"2924","Jessica Andrade",0,2924,"WomenBantamweight","2015-02-22","Marion Reneau"
"2925","Edson Barboza",0,2925,"Lightweight","2015-02-22","Michael Johnson"
"2926","William Macario",0,2926,"Welterweight","2015-02-22","Matt Dwyer"
"2927","Tiago dos Santos e Silva",0,2927,"Featherweight","2015-02-22","Mike de la Torre"
"2928","Douglas Silva de Andrade",1,2928,"Bantamweight","2015-02-22","Cody Gibson"
"2929","Ivan Jorge",1,2929,"Lightweight","2015-02-22","Josh Shockley"
"2930","Michel Prazeres",0,2930,"Lightweight","2015-02-14","Kevin Lee"
"2931","Efrain Escudero",1,2931,"Lightweight","2015-02-14","Rodrigo de Lima"
"2932","Benson Henderson",1,2932,"Welterweight","2015-02-14","Brandon Thatch"
"2933","Ray Borg",1,2933,"Flyweight","2015-02-14","Chris Kelades"
"2934","Chas Skelly",1,2934,"Featherweight","2015-02-14","Jim Alers"
"2935","Neil Magny",1,2935,"Welterweight","2015-02-14","Kiichi Kunimoto"
"2936","Daniel Kelly",1,2936,"Middleweight","2015-02-14","Patrick Walsh"
"2937","Max Holloway",1,2937,"Featherweight","2015-02-14","Cole Miller"
"2938","James Moontasri",1,2938,"Lightweight","2015-02-14","Cody Pfister"
"2939","Zach Makovsky",1,2939,"Flyweight","2015-02-14","Tim Elliott"
"2940","Ed Herman",0,2940,"Middleweight","2015-01-31","Derek Brunson"
"2941","Joe Lauzon",0,2941,"Lightweight","2015-01-31","Al Iaquinta"
"2942","Jordan Mein",0,2942,"Welterweight","2015-01-31","Thiago Alves"
"2943","Tyron Woodley",1,2943,"Welterweight","2015-01-31","Kelvin Gastelum"
"2944","Ian McCall",0,2944,"Flyweight","2015-01-31","John Lineker"
"2945","Anderson Silva",0.5,2945,"Middleweight","2015-01-31","Nick Diaz"
"2946","Thales Leites",1,2946,"Middleweight","2015-01-31","Tim Boetsch"
"2947","Miesha Tate",1,2947,"WomenBantamweight","2015-01-31","Sara McMann"
"2948","Rafael Natal",1,2948,"Middleweight","2015-01-31","Tom Watson"
"2949","Thiago Santos",1,2949,"Middleweight","2015-01-31","Andy Enz"
"2950","Richardson Moreira",0,2950,"Middleweight","2015-01-31","Ildemar Alcantara"
"2951","Kenny Robertson",1,2951,"Welterweight","2015-01-24","Sultan Aliev"
"2952","Alexander Gustafsson",0,2952,"LightHeavyweight","2015-01-24","Anthony Johnson"
"2953","Andy Ogle",0,2953,"Featherweight","2015-01-24","Makwan Amirkhani"
"2954","Akira Corassani",0,2954,"Featherweight","2015-01-24","Sam Sicilia"
"2955","Dan Henderson",0,2955,"Middleweight","2015-01-24","Gegard Mousasi"
"2956","Phil Davis",0,2956,"LightHeavyweight","2015-01-24","Ryan Bader"
"2957","Nicholas Musoke",0,2957,"Welterweight","2015-01-24","Albert Tumenov"
"2958","Nikita Krylov",1,2958,"LightHeavyweight","2015-01-24","Stanislav Nedkov"
"2959","Mairbek Taisumov",1,2959,"Lightweight","2015-01-24","Anthony Christodoulou"
"2960","Mirsad Bektic",1,2960,"Featherweight","2015-01-24","Paul Redmond"
"2961","Neil Seery",1,2961,"Flyweight","2015-01-24","Chris Beal"
"2962","Viktor Pesta",1,2962,"Heavyweight","2015-01-24","Konstantin Erokhin"
"2963","Zhang Lipeng",0,2963,"Lightweight","2015-01-18","Chris Wade"
"2964","Norman Parke",0,2964,"Lightweight","2015-01-18","Gleison Tibau"
"2965","Conor McGregor",1,2965,"Featherweight","2015-01-18","Dennis Siver"
"2966","Donald Cerrone",1,2966,"Lightweight","2015-01-18","Benson Henderson"
"2967","John Howard",0,2967,"Welterweight","2015-01-18","Lorenz Larkin"
"2968","Paddy Holohan",1,2968,"Flyweight","2015-01-18","Shane Howell"
"2969","Uriah Hall",1,2969,"Middleweight","2015-01-18","Ron Stallings"
"2970","Cathal Pendred",1,2970,"Welterweight","2015-01-18","Sean Spencer"
"2971","Johnny Case",1,2971,"Lightweight","2015-01-18","Frankie Perez"
"2972","Charles Rosa",1,2972,"Featherweight","2015-01-18","Sean Soriano"
"2973","Matt Van Buren",0,2973,"LightHeavyweight","2015-01-18","Sean O'Connell"
"2974","Tateki Matsuda",0,2974,"Flyweight","2015-01-18","Joby Sanchez"
"2975","Donald Cerrone",1,2975,"Lightweight","2015-01-03","Myles Jury"
"2976","Shawn Jordan",1,2976,"Heavyweight","2015-01-03","Jared Cannonier"
"2977","Brad Tavares",1,2977,"Middleweight","2015-01-03","Nate Marquardt"
"2978","Hector Lombard",0.5,2978,"Welterweight","2015-01-03","Joshua Burkman"
"2979","Marcus Brimage",0,2979,"Bantamweight","2015-01-03","Cody Garbrandt"
"2980","Jon Jones",1,2980,"LightHeavyweight","2015-01-03","Daniel Cormier"
"2981","Kyoji Horiguchi",1,2981,"Flyweight","2015-01-03","Louis Gaudinot"
"2982","Danny Castillo",0,2982,"Lightweight","2015-01-03","Paul Felder"
"2983","Omari Akhmedov",1,2983,"Welterweight","2015-01-03","Mats Nilsson"
"2984","Alexis Dufresne",0,2984,"WomenBantamweight","2015-01-03","Marion Reneau"
"2985","Evan Dunham",1,2985,"Lightweight","2015-01-03","Rodrigo Damm"
"2986","Erick Silva",1,2986,"Welterweight","2014-12-20","Mike Rhodes"
"2987","Lyoto Machida",1,2987,"Middleweight","2014-12-20","CB Dollaway"
"2988","Antonio Carlos Junior",0,2988,"LightHeavyweight","2014-12-20","Patrick Cummins"
"2989","Renan Barao",1,2989,"Bantamweight","2014-12-20","Mitch Gagnon"
"2990","Tom Niinimaki",0,2990,"Featherweight","2014-12-20","Renato Moicano"
"2991","Daniel Sarafian",1,2991,"Middleweight","2014-12-20","Antonio Dos Santos"
"2992","Marcos Rogerio de Lima",1,2992,"LightHeavyweight","2014-12-20","Igor Pokrajac"
"2993","Elias Silverio",0,2993,"Lightweight","2014-12-20","Rashid Magomedov"
"2994","Vitor Miranda",1,2994,"Middleweight","2014-12-20","Jake Collier"
"2995","Leandro Issa",1,2995,"Bantamweight","2014-12-20","Yuta Sasaki"
"2996","Marcio Alexandre Junior",0,2996,"Welterweight","2014-12-20","Tim Means"
"2997","Darren Elkins",0,2997,"Featherweight","2014-12-20","Hacran Dias"
"2998","Gabriel Gonzaga",0,2998,"Heavyweight","2014-12-13","Matt Mitrione"
"2999","Joe Riggs",0,2999,"Welterweight","2014-12-13","Ben Saunders"
"3000","John Moraga",1,3000,"Flyweight","2014-12-13","Willie Gates"
"3001","Rafael Dos Anjos",1,3001,"Lightweight","2014-12-13","Nate Diaz"
"3002","Alistair Overeem",1,3002,"Heavyweight","2014-12-13","Stefan Struve"
"3003","Claudia Gadelha",0,3003,"WomenStrawweight","2014-12-13","Joanna Jedrzejczyk"
"3004","Jamie Varner",0,3004,"Lightweight","2014-12-13","Drew Dober"
"3005","Junior Dos Santos",1,3005,"Heavyweight","2014-12-13","Stipe Miocic"
"3006","David Michaud",1,3006,"Lightweight","2014-12-13","Garett Whiteley"
"3007","Joe Ellenberger",0,3007,"Lightweight","2014-12-13","Bryan Barberena"
"3008","Anthony Birchak",0,3008,"Bantamweight","2014-12-13","Ian Entwistle"
"3009","Henry Cejudo",1,3009,"Bantamweight","2014-12-13","Dustin Kimura"
"3010","KJ Noons",0.5,3010,"Lightweight","2014-12-12","Daron Cruickshank"
"3011","Felice Herrig",1,3011,"WomenStrawweight","2014-12-12","Lisa Ellis"
"3012","Joe Proctor",0,3012,"Lightweight","2014-12-12","Yancy Medeiros"
"3013","Jeremy Stephens",0,3013,"Featherweight","2014-12-12","Charles Oliveira"
"3014","Jessica Penne",1,3014,"WomenStrawweight","2014-12-12","Randa Markos"
"3015","Carla Esparza",1,3015,"WomenStrawweight","2014-12-12","Rose Namajunas"
"3016","Bec Rawlings",0,3016,"WomenStrawweight","2014-12-12","Heather Clark"
"3017","Joanne Calderwood",1,3017,"WomenStrawweight","2014-12-12","Seo Hee Ham"
"3018","Aisling Daly",1,3018,"WomenStrawweight","2014-12-12","Alex Chambers"
"3019","Tecia Torres",1,3019,"WomenStrawweight","2014-12-12","Angela Magana"
"3020","Emily Kagan",0,3020,"WomenStrawweight","2014-12-12","Angela Hill"
"3021","Corey Anderson",1,3021,"LightHeavyweight","2014-12-06","Justin Jones"
"3022","Todd Duffee",1,3022,"Heavyweight","2014-12-06","Anthony Hamilton"
"3023","Tony Ferguson",1,3023,"Lightweight","2014-12-06","Abel Trujillo"
"3024","Anthony Pettis",1,3024,"Lightweight","2014-12-06","Gilbert Melendez"
"3025","Eddie Gordon",0,3025,"Middleweight","2014-12-06","Josh Samman"
"3026","Travis Browne",1,3026,"Heavyweight","2014-12-06","Brendan Schaub"
"3027","Urijah Faber",1,3027,"Bantamweight","2014-12-06","Francisco Rivera"
"3028","Johny Hendricks",0,3028,"Welterweight","2014-12-06","Robbie Lawler"
"3029","Raquel Pennington",1,3029,"WomenBantamweight","2014-12-06","Ashlee Evans-Smith"
"3030","Sergio Pettis",1,3030,"Bantamweight","2014-12-06","Matt Hobar"
"3031","Alex White",0,3031,"Featherweight","2014-12-06","Clay Collard"
"3032","Luke Barnatt",0,3032,"Middleweight","2014-11-22","Roger Narvaez"
"3033","Frankie Edgar",1,3033,"Featherweight","2014-11-22","Cub Swanson"
"3034","Jared Rosholt",0,3034,"Heavyweight","2014-11-22","Aleksei Oleinik"
"3035","Ruslan Magomedov",1,3035,"Heavyweight","2014-11-22","Josh Copeland"
"3036","Joseph Benavidez",1,3036,"Flyweight","2014-11-22","Dustin Ortiz"
"3037","Brad Pickett",0,3037,"Flyweight","2014-11-22","Chico Camus"
"3038","Bobby Green",0,3038,"Lightweight","2014-11-22","Edson Barboza"
